左槽,防具三件套效果,五件套效果,首饰三件套效果,上衣,下装,护肩,腰带,鞋子,手镯,项链,戒指,武器,武器类型,最终力智,最终力智系数,最终双攻系数,最终面板,最终白字,最终黄字,最终属强,最终技工,装备技工,最终暴击率,最终爆伤,最终暴击期望,最终强度,damage
尼威尔徽章,幽魂套二件套效果,幽魂套五件套效果,时空三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,时空手镯,时空项链,时空戒指,战斗步枪,步枪,4883.76,1.36,1.05,71412.6551,1.47,1.73,321,1.5476425,1.2976425,0.824456929,1.913,1.752729176,1211430.953,4089479559
名将兵书,纯粹圣职者二件套效果,纯粹圣职者五件套效果,刺杀三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,刺杀手镯,刺杀项链,刺杀戒指,战斗步枪,步枪,4847.85,1.35,1.05,70913.13264,1.24,1.7,315,1.824,1.584,0.848202247,1.839,1.711641685,1134922.138,4082319187
时间怀表,真理套二件套效果,真理套五件套效果,火强三件套,真理套上衣,真理套下装,真理套护肩,真理套腰带,真理套鞋子,火强手镯,火强项链,火强戒指,卸甲炮,手炮,3698.73,1.03,1.45,75853.52381,1.556363636,1.81,244,1.79067,1.55067,0.644644195,1.84,1.541501124,1243999.237,4082033719
尼威尔徽章,真理套二件套效果,真理套五件套效果,属强三件套,真理套上衣,真理套下装,真理套护肩,真理套腰带,真理套鞋子,属强手镯,属强项链,属强戒指,卸甲炮,手炮,3698.73,1.03,1.45,75853.52381,1.742909091,1.65,241,1.80067,1.55067,0.654644195,1.713,1.466761311,1207275.146,4075450623
圣灵之咒,暗黑套二件套效果,暗黑套五件套效果,刺杀三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,刺杀手镯,刺杀项链,刺杀戒指,僵尸猎手,步枪,3698.73,1.03,1.05,54928.41379,1.916363636,1.73,304,1.82268,1.58268,0.713333333,1.8,1.570666667,1241721.336,4074559062
尼威尔徽章,暗黑套二件套效果,暗黑套五件套效果,刺杀三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,刺杀手镯,刺杀项链,刺杀戒指,九龙步枪,步枪,3698.73,1.03,1.05,54928.41379,1.943909091,1.6,314,1.83268,1.58268,0.723333333,1.813,1.58807,1206890.446,4074151976
羽毛,纯粹圣职者二件套效果,纯粹圣职者五件套效果,属强三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,属强手镯,属强项链,属强戒指,铁甲炮,手炮,3662.82,1.02,1.05,54428.89133,1.862909091,1.9,351,1.572,1.332,0.674606742,1.7,1.472224719,1157217.055,4066118659
时间怀表,暗黑套二件套效果,暗黑套五件套效果,刺杀三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,刺杀手镯,刺杀项链,刺杀戒指,九龙步枪,步枪,3698.73,1.03,1.05,54928.41379,1.943909091,1.67,314,1.82268,1.58268,0.713333333,1.8,1.570666667,1239089.027,4065921457
手套,暗黑套二件套效果,暗黑套五件套效果,刺杀三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,刺杀手镯,刺杀项链,刺杀戒指,僵尸猎手,步枪,3698.73,1.03,1.05,54928.41379,1.716363636,1.73,304,1.82268,1.58268,0.713333333,2.05,1.749,1238401.044,4063663923
时间怀表,真理套二件套效果,真理套五件套效果,属强三件套,真理套上衣,真理套下装,真理套护肩,真理套腰带,真理套鞋子,属强手镯,属强项链,属强戒指,卸甲炮,手炮,3698.73,1.03,1.45,75853.52381,1.742909091,1.72,241,1.79067,1.55067,0.644644195,1.7,1.451250936,1238269.735,4063233047
时间怀表,幽魂套二件套效果,幽魂套五件套效果,时空三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,时空手镯,时空项链,时空戒指,战斗步枪,步枪,4883.76,1.36,1.05,71412.6551,1.47,1.8,321,1.5376425,1.2976425,0.814456929,1.9,1.733011236,1238215.845,4063056214
羽毛,暗黑套二件套效果,暗黑套五件套效果,火强三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,火强手镯,火强项链,火强戒指,僵尸猎手,步枪,3591,1,1.05,53429.8464,2.135681818,1.72,343,1.57089,1.33089,0.664644195,1.84,1.558301124,1229509.237,4056394908
尼威尔徽章,幽魂套二件套效果,幽魂套五件套效果,刺杀三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,刺杀手镯,刺杀项链,刺杀戒指,宝瓶守护者,手炮,3698.73,1.03,1.05,54928.41379,1.886772727,1.55,307,1.7746,1.5246,0.729550562,2.013,1.739034719,1187531.149,4056016441
时间怀表,纯粹圣职者二件套效果,纯粹圣职者五件套效果,时空三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,时空手镯,时空项链,时空戒指,宝瓶守护者,手炮,3878.28,1.08,1.05,57426.02611,2.173227273,1.57,353,1.5882,1.3482,0.72329588,1.7,1.506307116,1220855.386,4054631414
尼威尔徽章,纯粹圣职者二件套效果,纯粹圣职者五件套效果,时空三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,时空手镯,时空项链,时空戒指,宝瓶守护者,手炮,3878.28,1.08,1.05,57426.02611,2.173227273,1.5,353,1.5982,1.3482,0.73329588,1.713,1.522839963,1186649.614,4053005554
时间怀表,幽魂套二件套效果,幽魂套五件套效果,刺杀三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,刺杀手镯,刺杀项链,刺杀戒指,宝瓶守护者,手炮,3698.73,1.03,1.05,54928.41379,1.886772727,1.62,307,1.7646,1.5246,0.719550562,2,1.719550562,1220339.931,4052919513
手套,纯粹圣职者二件套效果,纯粹圣职者五件套效果,时空三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,时空手镯,时空项链,时空戒指,僵尸猎手,步枪,3878.28,1.08,1.05,57426.02611,1.862045455,1.63,355,1.5882,1.3482,0.74329588,1.95,1.706131086,1234381.484,4050474219
名将兵书,真理套二件套效果,真理套五件套效果,属强三件套,真理套上衣,真理套下装,真理套护肩,真理套腰带,真理套鞋子,属强手镯,属强项链,属强戒指,铁甲炮,手炮,3698.73,1.03,1.05,54928.41379,1.742909091,1.97,241,1.79067,1.55067,0.674644195,1.739,1.49856206,1060489.943,4047754795
羽毛,纯粹圣职者二件套效果,纯粹圣职者五件套效果,属强三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,属强手镯,属强项链,属强戒指,宝瓶守护者,手炮,3662.82,1.02,1.05,54428.89133,2.5915,1.4,363,1.572,1.332,0.674606742,1.7,1.472224719,1211103.497,4046427340
尼威尔徽章,纯粹圣职者二件套效果,纯粹圣职者五件套效果,属强三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,属强手镯,属强项链,属强戒指,僵尸猎手,步枪,3662.82,1.02,1.05,54428.89133,2.277045455,1.53,365,1.582,1.332,0.704606742,1.713,1.502384607,1198432.033,4045598546
名将兵书,真理套二件套效果,真理套五件套效果,火强三件套,真理套上衣,真理套下装,真理套护肩,真理套腰带,真理套鞋子,火强手镯,火强项链,火强戒指,铁甲炮,手炮,3698.73,1.03,1.05,54928.41379,1.556363636,2.06,244,1.79067,1.55067,0.674644195,1.879,1.593012247,1059510.647,4044016948
时间怀表,纯粹圣职者二件套效果,纯粹圣职者五件套效果,属强三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,属强手镯,属强项链,属强戒指,僵尸猎手,步枪,3662.82,1.02,1.05,54428.89133,2.277045455,1.6,365,1.572,1.332,0.694606742,1.7,1.486224719,1231945.167,4042479740
圣灵之咒,真理套二件套效果,真理套五件套效果,刺杀三件套,真理套上衣,真理套下装,真理套护肩,真理套腰带,真理套鞋子,刺杀手镯,刺杀项链,刺杀戒指,卸甲炮,手炮,3806.46,1.06,1.45,77922.97402,1.44,1.75,205,2.08404,1.84404,0.693333333,1.8,1.554666667,1229067.251,4033036205
手套,纯粹圣职者二件套效果,纯粹圣职者五件套效果,时空三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,时空手镯,时空项链,时空戒指,铁甲炮,手炮,3878.28,1.08,1.05,57426.02611,1.47,2,341,1.5882,1.3482,0.72329588,1.95,1.687131086,1153586.843,4032807633
羽毛,纯粹圣职者二件套效果,纯粹圣职者五件套效果,属强三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,属强手镯,属强项链,属强戒指,九龙步枪,步枪,3662.82,1.02,1.05,54428.89133,2.538181818,1.4,375,1.572,1.332,0.694606742,1.7,1.486224719,1222113.551,4031995071
羽毛,幽魂套二件套效果,幽魂套五件套效果,火强三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,火强手镯,火强项链,火强戒指,铁甲炮,手炮,3591,1,1.05,53429.8464,1.617727273,2.04,334,1.52205,1.28205,0.670861423,2.04,1.69769588,1147348.358,4031442973
圣灵之咒,幽魂套二件套效果,幽魂套五件套效果,刺杀三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,刺杀手镯,刺杀项链,刺杀戒指,铁甲炮,手炮,3698.73,1.03,1.05,54928.41379,1.44,2.05,295,1.7646,1.5246,0.719550562,2,1.719550562,1151752.555,4026395172
圣灵之咒,幽魂套二件套效果,幽魂套五件套效果,刺杀三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,刺杀手镯,刺杀项链,刺杀戒指,僵尸猎手,步枪,3698.73,1.03,1.05,54928.41379,1.800681818,1.68,309,1.7646,1.5246,0.739550562,2,1.739550562,1226477.658,4024538768
名将兵书,纯粹圣职者二件套效果,纯粹圣职者五件套效果,刺杀三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,刺杀手镯,刺杀项链,刺杀戒指,僵尸猎手,步枪,3770.55,1.05,1.05,55927.45872,1.614318182,1.65,329,1.824,1.584,0.77329588,1.839,1.648795243,1117993.792,4021427861
尼威尔徽章,幽魂套二件套效果,幽魂套五件套效果,刺杀三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,刺杀手镯,刺杀项链,刺杀戒指,九龙步枪,步枪,3698.73,1.03,1.05,54928.41379,1.828,1.55,319,1.7746,1.5246,0.749550562,2.013,1.759294719,1190447.118,4018643525
名将兵书,真理套二件套效果,真理套五件套效果,时空三件套,真理套上衣,真理套下装,真理套护肩,真理套腰带,真理套鞋子,时空手镯,时空项链,时空戒指,战斗步枪,步枪,4991.49,1.39,1.05,72911.2225,1.47,1.75,231,1.8095295,1.5695295,0.8182397,1.739,1.604679139,1116496.842,4016043326
羽毛,暗黑套二件套效果,暗黑套五件套效果,时空三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,时空手镯,时空项链,时空戒指,宝瓶守护者,手炮,3806.46,1.06,1.05,56426.98118,2.267090909,1.6,328,1.5870765,1.3470765,0.693333333,1.7,1.485333333,1201864.204,4015557868
尼威尔徽章,幽魂套二件套效果,幽魂套五件套效果,刺杀三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,刺杀手镯,刺杀项链,刺杀戒指,卸甲炮,手炮,3698.73,1.03,1.45,75853.52381,1.24,1.75,295,1.7746,1.5246,0.729550562,2.013,1.739034719,1189128.458,4014192069
时间怀表,幽魂套二件套效果,幽魂套五件套效果,刺杀三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,刺杀手镯,刺杀项链,刺杀戒指,九龙步枪,步枪,3698.73,1.03,1.05,54928.41379,1.828,1.62,319,1.7646,1.5246,0.739550562,2,1.739550562,1223313.249,4014155140
羽毛,暗黑套二件套效果,暗黑套五件套效果,刺杀三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,刺杀手镯,刺杀项链,刺杀戒指,卸甲炮,手炮,3698.73,1.03,1.45,75853.52381,1.355909091,1.8,290,1.82268,1.58268,0.693333333,1.8,1.554666667,1216113.33,4012199154
羽毛,暗黑套二件套效果,暗黑套五件套效果,时空三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,时空手镯,时空项链,时空戒指,战斗步枪,步枪,4883.76,1.36,1.05,71412.6551,1.591818182,1.78,316,1.5870765,1.3470765,0.7882397,1.7,1.55176779,1214102.481,4005564962
圣灵之咒,真理套二件套效果,真理套五件套效果,火强三件套,真理套上衣,真理套下装,真理套护肩,真理套腰带,真理套鞋子,火强手镯,火强项链,火强戒指,铁甲炮,手炮,3698.73,1.03,1.05,54928.41379,1.756363636,2.04,244,1.79067,1.55067,0.644644195,1.84,1.541501124,1145767.146,4005470868
羽毛,幽魂套二件套效果,幽魂套五件套效果,火强三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,火强手镯,火强项链,火强戒指,僵尸猎手,步枪,3591,1,1.05,53429.8464,2.014545455,1.67,348,1.52205,1.28205,0.690861423,2.04,1.71849588,1213893.364,4004875045
尼威尔徽章,纯粹圣职者二件套效果,纯粹圣职者五件套效果,时空三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,时空手镯,时空项链,时空戒指,九龙步枪,步枪,3878.28,1.08,1.05,57426.02611,2.108181818,1.5,365,1.5982,1.3482,0.75329588,1.713,1.537099963,1186245.315,4004459318
时间怀表,纯粹圣职者二件套效果,纯粹圣职者五件套效果,时空三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,时空手镯,时空项链,时空戒指,九龙步枪,步枪,3878.28,1.08,1.05,57426.02611,2.108181818,1.57,365,1.5882,1.3482,0.74329588,1.7,1.520307116,1220355.001,4004448005
手套,真理套二件套效果,真理套五件套效果,火强三件套,真理套上衣,真理套下装,真理套护肩,真理套腰带,真理套鞋子,火强手镯,火强项链,火强戒指,九龙步枪,步枪,3698.73,1.03,1.05,54928.41379,2.105090909,1.54,268,1.79067,1.55067,0.664644195,2.09,1.724462172,1219705.565,4002316960
羽毛,幽魂套二件套效果,幽魂套五件套效果,时空三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,时空手镯,时空项链,时空戒指,宝瓶守护者,手炮,3806.46,1.06,1.05,56426.98118,2.148681818,1.55,333,1.5376425,1.2976425,0.719550562,1.9,1.647595506,1196737.905,3998430348
手套,纯粹圣职者二件套效果,纯粹圣职者五件套效果,刺杀三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,刺杀手镯,刺杀项链,刺杀戒指,战斗步枪,步枪,4847.85,1.35,1.05,70913.13264,1.24,1.68,315,1.824,1.584,0.818202247,2.05,1.85911236,1218201.728,3997382299
圣灵之咒,纯粹圣职者二件套效果,纯粹圣职者五件套效果,时空三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,时空手镯,时空项链,时空戒指,僵尸猎手,步枪,3878.28,1.08,1.05,57426.02611,2.062045455,1.63,355,1.5882,1.3482,0.74329588,1.7,1.520307116,1218081.33,3996987228
手套,暗黑套二件套效果,暗黑套五件套效果,刺杀三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,刺杀手镯,刺杀项链,刺杀戒指,铁甲炮,手炮,3698.73,1.03,1.05,54928.41379,1.355909091,2.1,290,1.82268,1.58268,0.693333333,2.05,1.728,1141953.938,3992140329
尼威尔徽章,暗黑套二件套效果,暗黑套五件套效果,刺杀三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,刺杀手镯,刺杀项链,刺杀戒指,战斗步枪,步枪,4776.03,1.33,1.05,69914.08771,1.355909091,1.78,290,1.83268,1.58268,0.7982397,1.813,1.648968876,1182120.814,3990536063
时间怀表,纯粹圣职者二件套效果,纯粹圣职者五件套效果,刺杀三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,刺杀手镯,刺杀项链,刺杀戒指,宝瓶守护者,手炮,3770.55,1.05,1.05,55927.45872,1.911318182,1.57,327,1.824,1.584,0.72329588,1.8,1.578636704,1201515.576,3990401199
时间怀表,幽魂套二件套效果,幽魂套五件套效果,刺杀三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,刺杀手镯,刺杀项链,刺杀戒指,卸甲炮,手炮,3698.73,1.03,1.45,75853.52381,1.24,1.82,295,1.7646,1.5246,0.719550562,2,1.719550562,1215946.894,3989983331
羽毛,纯粹圣职者二件套效果,纯粹圣职者五件套效果,火强三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,火强手镯,火强项链,火强戒指,铁甲炮,手炮,3662.82,1.02,1.05,54428.89133,1.631363636,1.99,354,1.572,1.332,0.674606742,1.84,1.566669663,1135409.514,3989493407
羽毛,纯粹圣职者二件套效果,纯粹圣职者五件套效果,时空三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,时空手镯,时空项链,时空戒指,卸甲炮,手炮,3878.28,1.08,1.45,79302.60749,1.47,1.7,341,1.5882,1.3482,0.72329588,1.7,1.506307116,1208961.925,3988605247
名将兵书,真理套二件套效果,真理套五件套效果,属强三件套,真理套上衣,真理套下装,真理套护肩,真理套腰带,真理套鞋子,属强手镯,属强项链,属强戒指,九龙步枪,步枪,3698.73,1.03,1.05,54928.41379,2.298181818,1.47,265,1.79067,1.55067,0.694644195,1.739,1.51334206,1108588.821,3987598147
尼威尔徽章,纯粹圣职者二件套效果,纯粹圣职者五件套效果,刺杀三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,刺杀手镯,刺杀项链,刺杀戒指,宝瓶守护者,手炮,3770.55,1.05,1.05,55927.45872,1.911318182,1.5,327,1.834,1.584,0.73329588,1.813,1.596169551,1167057.717,3986089367
羽毛,暗黑套二件套效果,暗黑套五件套效果,时空三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,时空手镯,时空项链,时空戒指,九龙步枪,步枪,3806.46,1.06,1.05,56426.98118,2.208181818,1.6,340,1.5870765,1.3470765,0.713333333,1.7,1.499333333,1207544.189,3983927856
手套,真理套二件套效果,真理套五件套效果,火强三件套,真理套上衣,真理套下装,真理套护肩,真理套腰带,真理套鞋子,火强手镯,火强项链,火强戒指,宝瓶守护者,手炮,3698.73,1.03,1.05,54928.41379,2.148727273,1.54,256,1.79067,1.55067,0.644644195,2.09,1.702662172,1199022.663,3982121887
